row_id,namespace,image_tag,privileged_mode,run_as_root,host_network,allow_privilege_escalation,has_resource_limits,has_liveness_probe,read_only_fs,is_vulnerable
37,dev,redis:6-alpine,true,false,false,false,true,true,false,1
38,dev,my-app:v1.2.3,true,false,false,true,false,false,true,1
39,staging,ubuntu:20.04,false,false,true,false,true,false,true,1
40,default,my-app:v1.2.3,false,true,true,true,true,true,false,1
41,kube-system,my-app:v1.2.3,false,true,false,true,true,true,true,1
42,default,alpine:3.12,true,false,false,false,false,false,true,1
43,staging,redis:6-alpine,true,true,true,true,false,true,true,1
44,default,ubuntu:20.04,true,true,false,true,false,false,false,1
45,default,redis:6-alpine,true,false,false,false,false,true,true,1
46,staging,my-app:v1.2.3,true,true,false,true,true,false,true,1
47,production,alpine:3.12,false,false,false,true,true,true,true,0
48,dev,alpine:3.12,false,true,true,false,true,false,true,1
49,kube-system,redis:6-alpine,true,true,false,false,false,false,true,1
50,dev,nginx:latest,true,true,true,true,true,true,false,1
51,dev,alpine:3.12,false,false,true,true,false,false,true,1
52,dev,redis:6-alpine,true,true,true,false,true,true,false,1
53,default,redis:6-alpine,false,true,false,false,true,false,true,1
54,dev,alpine:3.12,true,true,true,true,false,false,true,1
55,dev,alpine:3.12,false,false,false,true,false,false,true,0
56,default,nginx:latest,false,false,false,false,true,false,true,0
57,dev,ubuntu:20.04,false,true,true,true,true,false,true,1
58,dev,alpine:3.12,true,true,false,false,false,true,true,1
59,kube-system,alpine:3.12,false,false,false,false,false,true,true,0
60,production,redis:6-alpine,true,true,false,false,false,true,false,1
61,staging,nginx:latest,true,false,true,true,false,false,true,1
62,staging,my-app:v1.2.3,true,true,false,false,false,true,false,1
63,staging,my-app:v1.2.3,true,false,true,true,true,false,false,1
64,staging,ubuntu:20.04,false,true,false,true,true,false,true,1
65,kube-system,my-app:v1.2.3,false,true,true,false,false,true,false,1
66,default,redis:6-alpine,false,false,false,true,true,true,false,0
67,kube-system,redis:6-alpine,true,true,true,true,true,true,false,1
68,kube-system,redis:6-alpine,true,false,true,false,true,false,true,1
69,production,redis:6-alpine,false,false,true,false,false,false,true,1
70,default,ubuntu:20.04,true,true,true,false,true,false,true,1
71,production,alpine:3.12,true,false,false,false,false,true,false,1
72,production,redis:6-alpine,false,true,true,true,true,true,false,1
73,staging,nginx:latest,false,false,false,false,true,true,true,0
74,dev,my-app:v1.2.3,false,true,false,true,false,false,true,1
75,production,redis:6-alpine,true,false,false,true,true,false,true,1
76,default,alpine:3.12,false,false,false,false,false,true,false,0
77,kube-system,my-app:v1.2.3,true,false,true,false,false,false,false,1
78,staging,my-app:v1.2.3,true,true,false,false,false,true,false,1
79,production,ubuntu:20.04,true,false,false,false,false,true,true,1
80,dev,redis:6-alpine,false,false,true,false,true,true,false,1
81,dev,ubuntu:20.04,true,true,false,true,true,true,false,1
82,default,my-app:v1.2.3,false,false,true,false,true,true,true,1
83,kube-system,ubuntu:20.04,true,false,false,true,false,true,true,1
84,production,my-app:v1.2.3,true,true,true,false,false,true,false,1
85,default,my-app:v1.2.3,false,true,false,false,true,false,false,1
86,dev,nginx:latest,true,false,false,false,false,false,false,1
87,default,redis:6-alpine,true,true,true,false,true,false,true,1
88,dev,nginx:latest,true,false,false,true,false,false,true,1
89,dev,my-app:v1.2.3,false,false,false,true,false,false,false,0
90,staging,alpine:3.12,true,false,true,true,false,false,true,1
91,kube-system,ubuntu:20.04,false,true,false,true,false,false,true,1
92,default,ubuntu:20.04,false,true,false,true,true,true,false,1
93,kube-system,ubuntu:20.04,true,true,false,true,true,false,true,1
94,dev,my-app:v1.2.3,true,false,true,true,true,true,false,1
95,default,alpine:3.12,true,false,false,false,true,true,true,1
96,default,my-app:v1.2.3,true,true,true,false,false,false,true,1
97,staging,my-app:v1.2.3,false,false,false,false,false,true,true,0
98,kube-system,ubuntu:20.04,false,true,true,false,true,true,false,1
99,staging,redis:6-alpine,true,false,true,false,true,false,true,1
100,kube-system,my-app:v1.2.3,true,true,false,false,false,true,false,1
101,kube-system,my-app:v1.2.3,true,false,true,true,false,true,true,1
102,default,ubuntu:20.04,false,true,false,false,false,true,true,1
103,dev,nginx:latest,true,true,false,false,true,true,false,1
104,staging,nginx:latest,true,true,true,false,false,false,false,1
105,production,ubuntu:20.04,true,true,false,true,false,true,false,1
106,dev,ubuntu:20.04,false,true,false,true,true,false,true,1
107,default,my-app:v1.2.3,false,false,false,false,true,true,true,0
108,default,redis:6-alpine,true,true,true,false,true,true,false,1
109,dev,nginx:latest,false,true,false,true,true,false,true,1
110,kube-system,my-app:v1.2.3,false,false,true,true,true,true,false,1
111,kube-system,nginx:latest,true,true,true,false,false,true,true,1
112,staging,nginx:latest,true,true,false,true,true,false,false,1
113,default,ubuntu:20.04,false,false,false,true,false,false,true,0
114,dev,nginx:latest,false,true,true,false,true,true,false,1
115,default,redis:6-alpine,false,true,false,false,true,false,false,1
116,production,my-app:v1.2.3,false,false,false,false,true,true,true,0
117,staging,ubuntu:20.04,true,false,false,false,true,true,true,1
118,production,nginx:latest,true,true,false,false,true,true,true,1
119,dev,my-app:v1.2.3,false,true,true,false,true,false,false,1
120,kube-system,nginx:latest,true,false,false,false,true,true,false,1
121,dev,nginx:latest,true,false,true,true,true,true,false,1
122,dev,my-app:v1.2.3,false,true,true,true,true,true,false,1
123,default,ubuntu:20.04,true,true,false,true,true,true,false,1
124,dev,my-app:v1.2.3,false,true,true,true,false,false,false,1
125,default,nginx:latest,true,true,false,false,false,false,false,1
126,default,redis:6-alpine,false,false,true,true,true,true,true,1
127,dev,nginx:latest,true,false,true,false,true,true,false,1
128,kube-system,redis:6-alpine,false,true,true,true,true,true,true,1
129,production,ubuntu:20.04,false,false,true,true,true,true,true,1
130,staging,redis:6-alpine,true,true,true,true,true,false,false,1
131,staging,redis:6-alpine,false,true,false,false,true,false,false,1
132,dev,alpine:3.12,true,false,true,true,false,true,false,1
133,staging,ubuntu:20.04,true,false,true,false,false,false,false,1
134,staging,alpine:3.12,false,true,false,true,false,true,true,1
135,staging,alpine:3.12,false,true,false,false,true,false,true,1
136,staging,nginx:latest,false,true,true,false,true,true,true,1
137,kube-system,redis:6-alpine,true,false,true,false,true,true,false,1
138,dev,my-app:v1.2.3,false,false,false,true,false,true,true,0
139,staging,ubuntu:20.04,true,false,true,false,true,true,true,1
140,production,alpine:3.12,true,true,true,false,false,true,true,1
141,production,my-app:v1.2.3,false,true,true,true,false,true,false,1
142,default,redis:6-alpine,false,false,true,true,true,true,false,1
143,production,redis:6-alpine,true,false,true,false,true,false,false,1
144,dev,redis:6-alpine,true,true,true,true,false,false,false,1
145,kube-system,nginx:latest,false,false,false,false,false,false,false,0
146,dev,nginx:latest,true,true,false,true,false,true,true,1
147,staging,alpine:3.12,true,false,false,true,true,true,false,1
148,dev,redis:6-alpine,false,true,false,true,false,false,true,1
149,kube-system,alpine:3.12,false,false,true,false,true,false,true,1
150,kube-system,ubuntu:20.04,false,true,true,true,false,false,true,1
151,dev,alpine:3.12,true,true,true,true,false,false,true,1
152,production,my-app:v1.2.3,false,false,true,false,true,false,false,1
153,default,ubuntu:20.04,true,true,true,true,true,false,true,1
154,default,redis:6-alpine,false,true,true,true,false,true,false,1
155,dev,redis:6-alpine,false,true,false,false,true,true,false,1
156,staging,alpine:3.12,true,false,true,true,false,false,false,1
157,production,nginx:latest,true,true,false,false,true,true,true,1
158,staging,alpine:3.12,false,true,true,true,true,false,true,1
159,kube-system,redis:6-alpine,false,false,false,true,false,true,false,0
160,production,ubuntu:20.04,false,true,false,true,true,true,true,1
161,dev,ubuntu:20.04,true,false,false,true,false,false,false,1
162,dev,my-app:v1.2.3,true,false,true,false,true,true,true,1
163,default,redis:6-alpine,false,true,true,true,false,true,true,1
164,kube-system,my-app:v1.2.3,true,true,true,false,false,false,false,1
165,dev,my-app:v1.2.3,false,false,false,true,false,true,true,0
166,production,nginx:latest,true,true,true,true,false,false,true,1
167,kube-system,redis:6-alpine,false,true,true,false,false,false,true,1
168,staging,ubuntu:20.04,false,true,true,false,true,false,false,1
169,staging,nginx:latest,true,true,false,false,false,true,false,1
170,kube-system,alpine:3.12,true,false,false,false,true,false,false,1
171,production,alpine:3.12,false,true,true,false,true,false,false,1
172,staging,redis:6-alpine,false,true,true,true,true,true,true,1
173,dev,alpine:3.12,false,true,false,false,false,true,false,1
174,staging,ubuntu:20.04,true,true,true,true,false,true,false,1
175,dev,redis:6-alpine,false,false,false,true,true,false,false,0
176,kube-system,ubuntu:20.04,true,false,false,true,true,false,false,1
177,production,redis:6-alpine,true,true,false,true,false,false,false,1
178,staging,alpine:3.12,true,true,true,false,false,false,false,1
179,production,my-app:v1.2.3,false,false,true,true,false,true,true,1
180,production,nginx:latest,true,true,true,true,true,true,false,1
181,dev,my-app:v1.2.3,true,false,true,false,true,false,false,1
182,kube-system,nginx:latest,true,true,true,false,false,true,false,1
183,dev,ubuntu:20.04,false,false,true,true,false,false,true,1
184,production,nginx:latest,true,false,true,true,true,true,false,1
185,staging,alpine:3.12,false,true,false,false,false,false,false,1
186,staging,ubuntu:20.04,false,true,false,false,true,true,false,1
187,dev,nginx:latest,false,false,false,false,true,false,true,0
188,production,ubuntu:20.04,false,false,true,false,false,false,false,1
189,staging,nginx:latest,true,false,false,true,false,false,true,1
190,dev,my-app:v1.2.3,true,false,false,false,true,false,false,1
191,staging,redis:6-alpine,false,true,true,false,true,false,true,1
192,default,ubuntu:20.04,false,true,false,true,false,false,false,1
193,dev,redis:6-alpine,true,true,false,true,true,false,false,1
194,dev,alpine:3.12,true,false,false,true,false,true,true,1
195,dev,ubuntu:20.04,true,true,false,true,false,false,true,1
196,staging,ubuntu:20.04,true,true,false,true,true,false,false,1
197,default,redis:6-alpine,true,false,false,true,false,false,false,1
198,kube-system,nginx:latest,false,false,true,false,true,false,false,1
199,production,ubuntu:20.04,true,true,true,true,true,true,false,1
200,dev,alpine:3.12,false,true,false,false,false,true,true,1
201,default,my-app:v1.2.3,true,true,true,true,true,false,false,1
202,production,nginx:latest,true,false,true,false,true,true,false,1
203,default,nginx:latest,true,false,true,false,false,true,true,1
204,default,alpine:3.12,true,false,true,true,true,true,true,1
205,default,nginx:latest,true,true,false,true,true,false,false,1
206,default,my-app:v1.2.3,true,false,false,true,true,false,false,1
207,kube-system,ubuntu:20.04,false,true,true,true,false,false,true,1
208,kube-system,ubuntu:20.04,false,false,true,true,false,false,false,1
209,staging,redis:6-alpine,true,true,true,false,true,false,true,1
210,staging,my-app:v1.2.3,true,true,false,true,false,false,true,1
211,default,alpine:3.12,false,true,true,true,true,true,true,1
212,default,nginx:latest,true,false,false,true,true,true,true,1
213,kube-system,my-app:v1.2.3,false,true,false,true,true,false,true,1
214,default,redis:6-alpine,true,false,false,true,true,true,true,1
215,dev,alpine:3.12,true,true,true,false,true,true,true,1
216,kube-system,ubuntu:20.04,true,false,false,false,true,true,true,1
217,staging,redis:6-alpine,true,true,true,true,true,false,true,1
218,production,nginx:latest,true,true,false,true,true,false,true,1
219,default,redis:6-alpine,true,false,false,true,false,true,true,1
220,dev,nginx:latest,true,true,false,true,false,false,false,1
221,production,nginx:latest,false,true,true,false,true,false,false,1
222,dev,nginx:latest,false,false,false,false,true,true,false,0
223,dev,nginx:latest,true,true,true,true,true,false,false,1
224,kube-system,my-app:v1.2.3,true,true,true,true,false,false,false,1
225,default,alpine:3.12,false,false,false,false,true,true,false,0
226,default,alpine:3.12,true,true,true,true,true,false,false,1
227,kube-system,nginx:latest,true,true,true,true,false,false,false,1
228,dev,alpine:3.12,true,false,true,false,false,true,false,1
229,dev,redis:6-alpine,false,true,true,false,true,true,false,1
230,production,my-app:v1.2.3,true,false,true,false,false,true,false,1
231,default,my-app:v1.2.3,false,true,false,false,false,false,true,1
232,dev,ubuntu:20.04,true,true,true,true,true,true,true,1
233,kube-system,ubuntu:20.04,true,true,true,true,true,false,true,1
234,kube-system,my-app:v1.2.3,false,false,false,false,true,true,false,0
235,dev,nginx:latest,false,false,false,false,true,false,true,0
236,dev,ubuntu:20.04,false,true,false,true,false,false,false,1
237,default,nginx:latest,true,true,true,false,false,true,false,1
238,production,nginx:latest,true,false,false,false,true,true,true,1
239,kube-system,alpine:3.12,true,false,false,false,false,false,true,1
240,kube-system,ubuntu:20.04,true,true,false,false,true,true,false,1
241,production,my-app:v1.2.3,true,false,true,false,false,true,false,1
242,dev,my-app:v1.2.3,false,true,true,true,true,false,false,1
243,default,my-app:v1.2.3,false,true,true,true,false,true,false,1
244,production,ubuntu:20.04,false,true,true,true,true,true,false,1
245,staging,nginx:latest,true,false,true,false,true,false,false,1
246,default,my-app:v1.2.3,false,false,true,true,true,false,false,1
247,staging,ubuntu:20.04,true,false,false,false,true,false,false,1
248,production,redis:6-alpine,false,true,true,true,false,false,true,1
249,kube-system,alpine:3.12,true,false,true,false,false,true,false,1
250,staging,ubuntu:20.04,true,true,true,true,true,false,true,1
251,production,ubuntu:20.04,false,true,true,true,true,false,false,1
252,kube-system,ubuntu:20.04,false,true,true,true,true,false,true,1
253,production,ubuntu:20.04,true,true,true,false,false,true,false,1
254,staging,nginx:latest,true,true,false,true,false,false,true,1
255,kube-system,ubuntu:20.04,true,false,false,false,false,true,false,1
256,default,nginx:latest,true,true,false,true,false,true,true,1
257,kube-system,redis:6-alpine,false,false,false,false,false,false,true,0
258,staging,alpine:3.12,false,true,false,true,false,true,false,1
259,kube-system,ubuntu:20.04,true,true,true,true,true,false,false,1
260,dev,my-app:v1.2.3,false,false,true,true,true,true,true,1
261,kube-system,ubuntu:20.04,true,false,true,false,true,false,true,1
262,default,nginx:latest,false,false,true,false,false,false,false,1
263,default,redis:6-alpine,true,false,false,false,false,true,true,1
264,dev,nginx:latest,true,true,false,true,false,true,true,1
265,kube-system,ubuntu:20.04,false,true,true,false,false,true,false,1
266,default,my-app:v1.2.3,true,false,true,true,false,false,true,1
267,production,nginx:latest,false,false,true,true,true,true,false,1
268,production,my-app:v1.2.3,true,false,true,false,false,false,true,1
269,production,redis:6-alpine,false,true,false,true,true,false,false,1
270,default,alpine:3.12,false,false,false,false,false,false,true,0
271,production,my-app:v1.2.3,false,false,true,false,false,false,false,1
272,dev,alpine:3.12,true,false,false,false,false,false,false,1
273,production,alpine:3.12,true,false,true,true,true,true,false,1
274,kube-system,alpine:3.12,false,true,false,false,false,true,false,1
275,kube-system,nginx:latest,false,true,false,true,false,true,true,1
276,production,ubuntu:20.04,false,true,true,false,true,true,true,1
277,default,alpine:3.12,false,true,true,true,true,true,true,1
278,staging,nginx:latest,true,false,true,true,false,false,false,1
279,kube-system,redis:6-alpine,false,true,true,true,true,false,false,1
280,production,redis:6-alpine,false,false,true,false,true,false,false,1
281,dev,my-app:v1.2.3,true,true,true,false,true,true,true,1
282,kube-system,redis:6-alpine,false,true,false,true,true,false,true,1
283,kube-system,alpine:3.12,false,false,false,false,true,false,false,0
284,default,ubuntu:20.04,true,true,true,false,true,true,false,1
285,dev,my-app:v1.2.3,true,true,false,true,true,true,false,1
286,production,ubuntu:20.04,false,true,true,false,false,true,false,1
287,kube-system,ubuntu:20.04,false,false,false,true,true,false,true,0
288,kube-system,my-app:v1.2.3,true,true,true,true,false,true,false,1
289,default,redis:6-alpine,false,true,true,false,false,true,false,1
290,default,ubuntu:20.04,false,false,false,true,false,false,false,0
291,kube-system,nginx:latest,true,false,true,false,true,false,true,1
292,dev,alpine:3.12,true,true,false,true,true,false,true,1
293,kube-system,nginx:latest,true,true,true,true,false,true,true,1
294,default,alpine:3.12,false,false,false,false,true,true,true,0
295,kube-system,redis:6-alpine,true,true,true,false,true,false,false,1
296,production,alpine:3.12,true,true,false,false,true,true,false,1
297,default,ubuntu:20.04,true,true,false,true,false,true,false,1
298,production,alpine:3.12,false,true,false,false,false,false,true,1
299,staging,redis:6-alpine,false,true,true,false,true,false,true,1
300,dev,ubuntu:20.04,false,false,true,false,true,true,true,1
301,default,my-app:v1.2.3,true,true,false,false,true,false,false,1
302,staging,nginx:latest,true,true,true,false,false,false,false,1
303,production,alpine:3.12,false,false,false,false,true,false,true,0
304,kube-system,my-app:v1.2.3,true,true,false,false,true,true,true,1
305,dev,nginx:latest,false,false,false,false,true,false,true,0
306,production,nginx:latest,false,true,false,false,false,true,false,1
307,default,redis:6-alpine,true,true,false,false,false,true,true,1
308,default,alpine:3.12,true,true,false,true,true,true,false,1
309,kube-system,alpine:3.12,false,false,true,false,false,true,true,1
310,default,alpine:3.12,true,true,true,false,true,false,true,1
311,dev,alpine:3.12,true,true,false,false,false,true,false,1
312,dev,alpine:3.12,true,true,true,true,true,false,true,1
313,kube-system,ubuntu:20.04,false,true,true,false,true,false,true,1
314,default,my-app:v1.2.3,true,true,false,false,false,false,true,1
315,production,nginx:latest,false,true,false,true,false,false,true,1
316,default,redis:6-alpine,false,true,false,true,true,false,false,1
317,staging,alpine:3.12,true,false,true,true,false,true,false,1
318,default,my-app:v1.2.3,true,false,true,true,false,true,false,1
319,default,my-app:v1.2.3,true,false,false,false,true,false,true,1
320,production,ubuntu:20.04,false,true,true,false,false,false,true,1
321,staging,alpine:3.12,true,false,false,false,true,true,true,1
322,dev,nginx:latest,false,true,true,true,true,false,true,1
323,kube-system,redis:6-alpine,true,true,false,false,false,true,false,1
324,production,my-app:v1.2.3,true,false,false,true,false,true,false,1
325,production,alpine:3.12,false,true,true,false,true,false,true,1
326,dev,nginx:latest,false,true,true,false,true,false,false,1
327,kube-system,ubuntu:20.04,true,true,false,true,false,false,true,1
328,production,redis:6-alpine,true,false,true,false,false,false,false,1
329,production,nginx:latest,true,true,false,false,false,true,false,1
330,dev,my-app:v1.2.3,false,false,true,true,true,true,false,1
331,staging,alpine:3.12,false,false,true,true,true,false,false,1
332,kube-system,ubuntu:20.04,true,false,false,true,false,true,false,1
333,production,nginx:latest,false,false,true,true,false,true,false,1
334,production,ubuntu:20.04,false,true,false,true,true,true,false,1
335,staging,redis:6-alpine,true,false,false,false,true,true,false,1
336,default,alpine:3.12,false,true,true,true,true,true,false,1
337,production,my-app:v1.2.3,false,false,false,false,false,true,true,0
338,production,alpine:3.12,false,false,false,false,false,true,false,0
339,staging,my-app:v1.2.3,true,false,true,false,true,false,false,1
340,default,alpine:3.12,true,false,false,false,false,true,false,1
341,kube-system,nginx:latest,true,true,true,true,true,true,true,1
342,kube-system,alpine:3.12,true,true,true,false,false,true,true,1
343,default,nginx:latest,false,false,true,true,true,false,true,1
344,production,ubuntu:20.04,false,false,false,false,false,false,true,0
345,default,redis:6-alpine,true,false,true,false,false,false,true,1
346,kube-system,ubuntu:20.04,true,true,true,true,false,false,false,1
347,staging,nginx:latest,false,false,true,false,false,false,true,1
348,staging,alpine:3.12,false,false,false,true,true,true,false,0
349,dev,alpine:3.12,true,false,true,false,true,true,true,1
350,production,alpine:3.12,false,false,false,true,false,false,false,0
351,dev,nginx:latest,false,false,true,true,false,true,false,1
352,default,ubuntu:20.04,false,false,false,true,false,true,false,0
353,dev,alpine:3.12,false,true,true,false,true,true,false,1
354,default,ubuntu:20.04,false,true,false,false,true,false,false,1
355,production,alpine:3.12,true,true,false,false,true,false,false,1
356,kube-system,redis:6-alpine,false,false,false,true,true,false,false,0
357,default,nginx:latest,true,true,false,true,true,true,false,1
358,default,my-app:v1.2.3,true,false,true,true,true,false,false,1
359,staging,redis:6-alpine,false,false,true,true,true,true,false,1
360,kube-system,my-app:v1.2.3,false,false,true,false,true,false,false,1
361,staging,redis:6-alpine,true,true,true,true,true,false,true,1
362,staging,nginx:latest,true,false,true,false,false,false,false,1
363,staging,nginx:latest,false,false,false,false,false,true,true,0
364,default,alpine:3.12,true,true,true,true,true,false,true,1
365,kube-system,ubuntu:20.04,false,true,true,false,true,true,false,1
366,production,nginx:latest,true,false,true,false,false,true,true,1
367,default,ubuntu:20.04,false,false,false,true,true,true,false,0
368,dev,redis:6-alpine,false,true,false,false,true,true,false,1
369,production,my-app:v1.2.3,true,true,false,true,true,true,true,1
370,default,alpine:3.12,true,false,true,true,false,false,false,1
371,kube-system,ubuntu:20.04,false,false,false,true,true,false,true,0
372,staging,nginx:latest,false,false,false,true,false,false,false,0
373,production,redis:6-alpine,false,true,false,false,false,true,true,1
374,kube-system,redis:6-alpine,false,false,false,true,false,true,true,0
375,dev,nginx:latest,true,true,true,false,true,true,false,1
376,dev,redis:6-alpine,false,true,false,false,false,false,true,1
377,production,alpine:3.12,false,false,true,false,false,false,false,1
378,production,nginx:latest,false,true,true,true,true,false,true,1
379,dev,redis:6-alpine,false,false,true,true,true,true,true,1
380,production,my-app:v1.2.3,false,true,false,false,true,true,false,1
381,kube-system,my-app:v1.2.3,true,true,false,false,true,false,true,1
382,production,alpine:3.12,false,false,false,false,false,false,true,0
383,staging,redis:6-alpine,true,false,false,false,false,true,true,1
384,default,redis:6-alpine,true,true,false,true,false,false,false,1
385,kube-system,ubuntu:20.04,true,true,false,true,false,false,false,1
386,production,nginx:latest,true,false,false,false,false,true,false,1
387,dev,my-app:v1.2.3,false,false,false,true,true,true,false,0
388,production,alpine:3.12,false,false,true,false,true,false,false,1
389,dev,alpine:3.12,false,true,false,false,true,true,true,1
390,staging,redis:6-alpine,true,true,true,true,false,false,true,1
391,production,nginx:latest,true,false,true,true,true,false,true,1
392,production,nginx:latest,true,false,false,false,true,true,true,1
393,staging,nginx:latest,true,false,false,false,false,true,false,1
394,staging,alpine:3.12,false,true,true,false,false,true,false,1
395,production,alpine:3.12,true,true,true,true,true,false,false,1
396,dev,ubuntu:20.04,true,true,false,true,false,false,false,1
397,dev,alpine:3.12,true,false,false,true,false,true,true,1
398,kube-system,redis:6-alpine,false,true,true,false,false,false,true,1
399,production,nginx:latest,true,true,true,false,true,false,true,1
400,staging,alpine:3.12,true,false,true,false,true,false,true,1
401,production,ubuntu:20.04,false,true,true,false,true,true,true,1
402,kube-system,alpine:3.12,false,false,true,true,true,true,false,1
403,production,nginx:latest,false,true,true,true,false,true,true,1
404,dev,alpine:3.12,true,false,true,true,true,false,false,1
405,default,nginx:latest,true,false,false,true,true,true,false,1
406,dev,alpine:3.12,true,true,true,true,false,false,true,1
407,staging,redis:6-alpine,true,false,false,false,true,false,true,1
408,kube-system,my-app:v1.2.3,false,false,true,false,true,false,false,1
409,production,my-app:v1.2.3,false,false,true,true,false,false,false,1
410,production,alpine:3.12,true,false,true,true,false,false,false,1
411,production,alpine:3.12,true,true,true,false,false,true,true,1
412,staging,alpine:3.12,false,false,true,false,false,true,true,1
413,kube-system,alpine:3.12,true,true,false,true,false,true,true,1
414,default,redis:6-alpine,true,true,false,true,false,true,false,1
415,production,nginx:latest,true,true,true,true,false,false,true,1
416,dev,alpine:3.12,true,false,false,true,true,false,false,1
417,production,my-app:v1.2.3,false,false,true,false,true,false,false,1
418,production,my-app:v1.2.3,false,false,false,false,false,false,true,0
419,production,ubuntu:20.04,false,true,false,true,false,true,true,1
420,production,alpine:3.12,true,true,true,true,false,false,true,1
421,kube-system,redis:6-alpine,true,false,false,false,false,false,true,1
422,staging,alpine:3.12,true,false,false,false,true,true,true,1
423,default,redis:6-alpine,false,true,false,true,false,true,false,1
424,production,alpine:3.12,false,true,true,true,true,false,false,1
425,kube-system,alpine:3.12,false,true,true,false,true,true,false,1
426,dev,ubuntu:20.04,false,true,false,false,true,true,true,1
427,dev,nginx:latest,false,false,false,true,true,true,true,0
428,kube-system,my-app:v1.2.3,true,false,true,false,false,true,true,1
429,dev,ubuntu:20.04,false,true,true,false,false,true,true,1
430,default,ubuntu:20.04,true,false,false,false,true,true,false,1
431,default,alpine:3.12,false,true,false,true,true,true,true,1
432,staging,ubuntu:20.04,true,true,false,true,false,false,false,1
433,production,redis:6-alpine,false,false,true,false,false,false,false,1
434,staging,redis:6-alpine,true,false,true,true,true,true,false,1
435,default,nginx:latest,false,false,false,true,false,true,true,0
436,kube-system,ubuntu:20.04,true,true,true,true,true,false,false,1
437,production,redis:6-alpine,false,false,false,false,false,false,false,0
438,kube-system,nginx:latest,false,true,true,true,false,false,false,1
439,kube-system,my-app:v1.2.3,false,true,false,true,true,true,false,1
440,production,ubuntu:20.04,false,true,true,false,false,false,true,1
441,staging,ubuntu:20.04,true,true,true,false,true,false,false,1
442,default,ubuntu:20.04,false,true,false,true,true,true,true,1
443,dev,alpine:3.12,true,true,true,true,false,false,false,1
444,production,redis:6-alpine,true,true,false,true,false,false,false,1
445,dev,my-app:v1.2.3,false,false,true,true,false,true,false,1
446,production,ubuntu:20.04,true,true,false,false,true,true,false,1
447,production,nginx:latest,true,false,true,true,true,true,true,1
448,staging,alpine:3.12,true,true,true,false,false,true,true,1
449,production,redis:6-alpine,false,false,true,false,true,false,true,1
450,dev,alpine:3.12,true,false,false,false,true,true,false,1
451,dev,alpine:3.12,false,false,true,true,false,false,true,1
452,default,alpine:3.12,true,true,true,true,true,true,false,1
453,production,my-app:v1.2.3,false,true,false,false,true,false,true,1
454,default,ubuntu:20.04,false,false,true,true,false,true,false,1
455,staging,redis:6-alpine,false,true,false,true,true,true,false,1
456,production,redis:6-alpine,true,false,false,false,true,true,false,1
457,default,alpine:3.12,false,true,false,false,false,true,true,1
458,staging,redis:6-alpine,false,false,true,true,false,false,true,1
459,dev,ubuntu:20.04,false,true,false,false,false,false,false,1
460,default,my-app:v1.2.3,false,false,true,true,true,true,true,1
461,production,nginx:latest,true,false,true,true,false,false,true,1
462,dev,my-app:v1.2.3,true,true,true,false,false,true,true,1
